,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
6171,Charles Evans\EvanCh00,2000,33,11-295,BAL,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6172,Darren Evans\EvanDa00,2011,23,,IND,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6173,Darren Evans\EvanDa00,2012,24,,TEN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6174,James Evans\EvanJa22,1987,24,10-271,KAN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6175,Major Everett\EverMa00,1984,24,,PHI,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6176,Bradie Ewing\EwinBr00,2012,23,5-157,ATL,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6177,Bradie Ewing\EwinBr00,2014,25,5-157,JAX,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6178,Carl Fair\FairCa20,2001,22,,CLE,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6179,Robert Farmer\FarmRo20,1999,25,,NYJ,NFL,13,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6180,Mel Farr\FarrMe20,1989,23,9-248,RAM,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6181,James Fenderson\FendJa00,2001,25,,NOR,NFL,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6182,Vagas Ferguson\FergVa00,1983,26,1-25,2TM,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6183,Bob Ferrell\FerrBo00,1980,28,,SFO,NFL,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6184,Earl Ferrell\FerrEa00,1982,24,5-125,STL,NFL,9,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6185,Tony Fiammetta\FiamTo00,2012,26,4-128,NWE,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6186,Tony Fiammetta\FiamTo00,2009,23,4-128,CAR,NFL,10,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6187,Tony Fiammetta\FiamTo00,2014,28,4-128,CHI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6188,Jim Finn\FinnJi00,2001,25,7-253,IND,NFL,15,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6189,Mickey Fitzgerald\FitzMi20,1981,23,,2TM,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6190,Michael Ford\FordMi00,2013,23,,CHI,NFL,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6191,Justin Forsett\ForsJu00,2008,23,7-233,2TM,NFL,14,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6192,J.P. Foschi\FoscJo00,2006,24,,OAK,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6193,J.P. Foschi\FoscJo00,2010,28,,CIN,NFL,2,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6194,Pat Franklin\FranPa21,1987,24,7-177,CIN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6195,Eddie Fuller\FullEd20,1993,25,4-100,BUF,NFL,7,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6196,Eddie Fuller\FullEd20,1991,23,4-100,BUF,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6197,Tyler Gaffney\GaffTy00,2014,23,6-204,NWE,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6198,Clark Gaines\GainCl00,1981,27,,KAN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6199,Kenny Gamble\GambKe00,1988,23,10-251,KAN,NFL,16,0,,-0.7,,-0.04,0,0,0,0,0,0,0,0,1,-7,0,1
6200,Kenny Gamble\GambKe00,1990,25,10-251,KAN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
6201,Terrance Ganaway\GanaTe00,2012,24,6-202,STL,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6202,Quinton Ganther\GantQu00,2006,22,7-246,TEN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6203,Quinton Ganther\GantQu00,2007,23,7-246,TEN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6204,Dwight Garner\GarnDw20,1986,22,,WAS,NFL,2,0,,-1.0,,-0.50,0,0,0,0,0,0,0,0,0,0,0,1
6205,Sam Gash\GashSa00,2002,33,8-205,BAL,NFL,11,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6206,Kendall Gaskins\GaskKe00,2014,24,,SFO,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6207,Lionel Gates\GateLi00,2007,25,7-236,TAM,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6208,Spencer George\GeorSp00,1998,25,,TEN,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6209,Spencer George\GeorSp00,1999,26,,TEN,NFL,8,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6210,Spencer George\GeorSp00,1997,24,,TEN,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6211,Owen Gill\GillOw20,1987,25,2-53,RAM,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6212,Mike Gillislee\GillMi00,2014,24,5-164,MIA,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6213,Nick Goings\GoinNi00,2007,29,,CAR,NFL,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6214,Kerry Goode\GoodKe00,1989,24,7-167,MIA,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6215,Don Goodman\GoodDo21,1987,30,,STL,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6216,Herbert Goodman\GoodHe00,2001,24,,GNB,NFL,7,0,,-0.1,,-0.01,0,0,0,0,0,1,-1,0,0,0,0,0
6217,Herbert Goodman\GoodHe00,2000,23,,GNB,NFL,5,0,,0.8,,0.16,0,0,0,0,0,3,-2,0,1,0,0,2
6218,Joey Goodspeed\GoodJo00,2002,24,,SDG,NFL,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6219,Joey Goodspeed\GoodJo00,2003,25,,STL,NFL,8,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6220,Jay Graham\GrahJa00,1999,24,3-64,BAL,NFL,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6221,Roger Graham\GrahRo20,1996,24,,JAX,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6222,Scottie Graham\GrahSc00,1997,28,7-188,CIN,NFL,5,0,,1.0,,0.20,0,0,0,0,0,1,-1,0,1,1,0,0
6223,Norm Granger\GranNo20,1984,23,5-137,DAL,NFL,15,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6224,Jonas Gray\GrayJo00,2012,22,,MIA,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6225,Aaron Green\GreeAa01,2016,24,,LAR,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6226,Boyce Green\GreeBo00,1985,25,11-288,CLE,NFL,13,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6227,David Green\GreeDa21,1982,29,,CLE,NFL,9,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6228,David Green\GreeDa22,1995,23,,NWE,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6229,Mike Green\GreeMi00,2000,24,7-213,TEN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6230,Stephen Griffin\GrifSt20,1987,23,,KAN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6231,Steve Griffin\GrifSt21,1987,24,,ATL,NFL,4,0,,-0.2,,-0.05,0,0,0,0,0,1,-2,0,0,0,0,0
6232,Howard Griffith\GrifHo00,1993,26,9-236,RAM,NFL,15,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6233,Clif Groce\GrocCl00,1995,23,,IND,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6234,Chris Gronkowski\GronCh00,2011,25,,IND,NFL,7,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6235,Glenn Gronkowski\GronGl01,2016,23,,BUF,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6236,Korey Hall\HallKo99,2011,28,6-191,NOR,NFL,13,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6237,Ty Hallock\HallTy00,2000,29,7-174,CHI,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6238,Justin Hamilton\HamiJu20,2008,26,7-222,WAS,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6239,Lynell Hamilton\HamiLy20,2008,23,,NOR,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6240,Jewel Hampton\HampJe00,2012,23,,SFO,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6241,Russell Hansbrough\HansRu00,2016,23,,TAM,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6242,Robert Hardy\HardRo22,1991,24,,TAM,NFL,16,0,,-1.0,,-0.06,0,0,0,0,0,0,0,0,0,0,0,1
6243,Sam Harrell\HarrSa20,1982,25,11-288,MIN,NFL,1,0,,-1.0,,-1.00,0,0,0,0,0,0,0,0,0,0,0,1
6244,LaRue Harrington\HarrLa20,1980,23,6-151,SDG,NFL,4,0,,-0.7,,-0.18,0,0,0,0,0,4,-7,0,0,0,0,0
6245,Derrick Harris\HarrDe00,1999,27,6-175,STL,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6246,Jerome Harrison\HarrJe00,2012,29,5-145,DET,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6247,Frank Harvey\HarvFr20,1994,23,7-204,ARI,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6248,Allen Harvin\HarvAl20,1987,28,,WAS,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6249,Aaron Hayden\HaydAa00,1998,25,4-104,PHI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6250,Larry Heater\HeatLa00,1983,25,6-164,NYG,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6251,Brian Henesey\HeneBr20,1994,25,,ARI,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6252,Chris Henry\HenrCh01,2010,25,2-50,SEA,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6253,Chris Henry\HenrCh01,2009,24,2-50,TEN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6254,Chris Hetherington\HethCh00,1996,24,,IND,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6255,Chris Hetherington\HethCh00,2006,34,,SFO,NFL,3,2,,2.0,,0.67,0,0,0,0,0,0,0,0,2,0,0,0
6256,Chris Hetherington\HethCh00,1997,25,,IND,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6257,Chris Hetherington\HethCh00,1998,26,,IND,NFL,14,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6258,Dwone Hicks\HickDw20,2003,22,,TEN,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6259,Maurice Hicks\HickMa00,2008,30,,MIN,NFL,11,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6260,Mark Higgs\HiggMa00,1995,29,8-205,ARI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6261,Mark Higgs\HiggMa00,1988,22,8-205,DAL,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6262,Bronson Hill\HillBr01,2017,24,,ARI,NFL,2,0,,-0.2,,-0.10,0,0,0,0,0,1,-2,0,0,0,0,0
6263,Eddie Hill\HillEd00,1984,27,2-54,MIA,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6264,Madre Hill\HillMa20,1999,23,7-207,CLE,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6265,Madre Hill\HillMa20,2002,26,7-207,OAK,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6266,Michael Hill\HillMi00,2014,25,,3TM,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6267,I.M. Hipp\HippI.00,1980,24,4-104,OAK,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6268,James Hodgins\HodgJa00,2005,28,,ARI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6269,Marcus Holliday\HollMa20,1996,23,,STL,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6270,Tony Hollings\HollTo00,2005,24,2-1,HOU,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6271,Darick Holmes\HolmDa00,1999,28,7-244,IND,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6272,Priest Holmes\HolmPr00,1997,24,,BAL,NFL,7,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6273,Elijah Hood\HoodEl00,2017,21,7-242,OAK,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6274,Kevin Houser\HousKe01,2000,23,7-228,NOR,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6275,Kevin Houser\HousKe01,2001,24,7-228,NOR,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6276,Bobby Howard\HowaBo00,1988,24,12-325,TAM,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6277,Buddy Howell\HoweBu00,2018,22,,HOU,NFL,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6278,Gregory Howell\HoweGr00,2018,22,,HOU,NFL,15,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6279,Julian Howsare\HowsJu00,2016,24,,NYJ,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6280,Kareem Huggins\HuggKa00,2009,23,,TAM,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6281,Dameon Hunter\HuntDa21,2002,23,,BAL,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6282,Ivy Joe Hunter\HuntIv00,1990,24,7-182,IND,NFL,16,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6283,Tony Hunter\HuntTo20,1987,24,,GNB,NFL,1,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0
6284,Emil Igwenagu\IgweEm00,2014,25,,DET,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6285,Emil Igwenagu\IgweEm00,2012,23,,PHI,NFL,3,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6286,Dou Innocent\InnoDo20,1996,24,,SEA,NFL,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6287,Jasen Isom\IsomJa00,2003,26,,SFO,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6288,John Ivlow\IvloJo20,1993,23,,CHI,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6289,Rashawn Jackson\JackRa23,2010,23,,CAR,NFL,2,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6290,Ray Jackson\JackRa21,2003,25,,TEN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6291,Terry Jackson\JackTe00,2002,26,5-157,SFO,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6292,Terry Jackson\JackTe00,2003,27,5-157,SFO,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6293,Javarris James\JameJa00,2012,25,,ARI,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6294,LaMichael James\JameLa00,2015,26,2-61,MIA,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6295,Keyvan Jenkins\JenkKe21,1988,27,,KAN,NFL,2,0,,-1.0,,-0.50,0,0,0,0,0,0,0,0,0,0,0,1
6296,Ronney Jenkins\JenkRo00,2001,24,,SDG,NFL,16,0,,11.9,,0.74,0,0,0,0,0,1,-1,0,0,0,0,1
6297,Ronney Jenkins\JenkRo00,2002,25,,SDG,NFL,13,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6298,Stanford Jennings\JennSt00,1991,29,3-65,NOR,NFL,5,0,,-1.0,,-0.20,0,0,0,0,0,0,0,0,0,0,0,1
6299,Derrick Jensen\JensDe00,1982,26,3-57,RAI,NFL,9,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6300,Derrick Jensen\JensDe00,1986,30,3-57,RAI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
6301,Travis Jervey\JervTr00,1997,25,5-170,GNB,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6302,Travis Jervey\JervTr00,2003,31,5-170,ATL,NFL,15,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6303,Travis Jervey\JervTr00,1995,23,5-170,GNB,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6304,Travis Jervey\JervTr00,2000,28,5-170,SFO,NFL,8,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0
6305,Jim Jodat\JodaJi00,1983,29,12-344,SDG,NFL,15,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6306,Andy Johnson\JohnAn01,1982,30,5-112,NWE,NFL,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6307,Bryan Johnson\JohnBr01,2000,22,,WAS,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6308,Dennis Johnson\JohnDe00,1980,24,3-59,NYG,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6309,Dustin Johnson\JohnDu20,1999,26,6-183,SEA,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6310,Jeremiah Johnson\JohnJe01,2012,25,,DEN,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6311,Jerome Johnson\JohnJe23,2010,25,,ARI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6312,Jesse Johnson\JohnJe22,1983,26,4-95,NYJ,NFL,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6313,Jesse Johnson\JohnJe22,1980,23,4-95,NYJ,NFL,16,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6314,Jesse Johnson\JohnJe22,1981,24,4-95,NYJ,NFL,16,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6315,Jesse Johnson\JohnJe22,1982,25,4-95,NYJ,NFL,9,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6316,Kyle Johnson\JohnKy00,2007,29,5-145,DEN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6317,LeShon Johnson\JohnLe01,1995,24,3-84,2TM,NFL,5,0,,-0.2,,-0.04,0,0,0,0,0,2,-2,0,0,0,0,1
6318,Nate Johnson\JohnNa22,1987,24,,NOR,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6319,Quinn Johnson\JohnQu00,2013,27,5-145,TEN,NFL,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6320,Rudi Johnson\JohnRu00,2001,22,4-100,CIN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6321,Tracy Johnson\JohnTr00,1996,30,10-271,TAM,NFL,10,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6322,Undra Johnson\JohnUn20,1989,23,7-172,2TM,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6323,A.J. Jones\JoneA.20,1982,23,8-202,RAM,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6324,A.J. Jones\JoneA.20,1983,24,8-202,RAM,NFL,9,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6325,A.J. Jones\JoneA.20,1984,25,8-202,RAM,NFL,13,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6326,Arrington Jones\JoneAr20,1981,22,5-122,SFO,NFL,1,0,,-1.0,,-1.00,0,0,0,0,0,0,0,0,0,0,0,1
6327,Calvin Jones\JoneCa00,1996,26,3-80,GNB,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6328,James Jones\JoneJa01,1982,24,3-80,DAL,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6329,Kadeem Jones\JoneKa00,2014,,,STL,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6330,Kirk Jones\JoneKi20,1987,22,,CLE,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6331,Victor Jones\JoneVi20,1994,27,,2TM,NFL,11,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6332,Victor Jones\JoneVi20,1991,24,,HOU,NFL,14,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6333,Victor Jones\JoneVi20,1993,26,,PIT,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6334,Buford Jordan\JordBu00,1990,28,1-12,NOR,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6335,Buford Jordan\JordBu00,1992,30,1-12,NOR,NFL,2,0,,-1.0,,-0.50,0,0,0,0,0,0,0,0,0,0,0,1
6336,Randy Jordan\JordRa00,1996,26,,JAX,NFL,15,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6337,Elvis Joseph\JoseEl00,2002,24,,JAX,NFL,15,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6338,James Joseph\JoseJa00,1992,25,7-187,PHI,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6339,Keith Joseph\JoseKe00,2006,25,,NOR,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6340,Henry Josey\JoseHe00,2014,23,,2TM,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6341,Jarmar Julien\JuliJa20,2002,23,,KAN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6342,Kyle Juszczyk\JuszKy00,2013,22,4-130,BAL,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6343,John Kamana\KamaJo20,1984,23,,RAM,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6344,Joe Kerridge\KerrJo00,2016,24,,GNB,NFL,8,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0
6345,Randy Kinder\KindRa20,1997,22,,2TM,NFL,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6346,Carlos King\KingCa00,1998,25,4-123,PIT,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6347,Charles Kirby\KirbCh20,2000,26,,TAM,NFL,6,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6348,David Kirtman\KirtDa00,2007,24,5-163,SEA,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6349,David Kirtman\KirtDa00,2008,25,5-163,SFO,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6350,Jim Kitts\KittJi00,1997,25,,MIA,NFL,10,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6351,Jim Kitts\KittJi00,1998,26,,2TM,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6352,Corey Knox\KnoxCo00,2014,,,BUF,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6353,Dan Kreider\KreiDa00,2008,31,,STL,NFL,11,4,,,,,0,0,0,0,0,1,0,0,0,0,0,0
6354,Eric Lane\LaneEr00,1982,23,8-196,SEA,NFL,9,0,,-1.0,,-0.11,0,1,0,0,0,0,0,0,0,0,0,1
6355,David Lang\LangDa00,1991,23,12-328,RAM,NFL,16,0,,-1.0,,-0.06,0,0,0,0,0,0,0,0,0,0,0,1
6356,Spencer Larsen\LarsSp99,2013,29,6-183,TAM,NFL,13,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6357,Daniel Lasco\LascDa00,2017,25,7-237,NOR,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6358,Billy Latsko\LatsBi00,2010,26,,SDG,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6359,Brian Lattimore\LattBr20,1991,25,,IND,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6360,Marcus Lattimore\LattMa00,2014,23,4-131,SFO,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6361,Jamie Lawson\LawsJa20,1990,25,5-117,2TM,NFL,7,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6362,Jamie Lawson\LawsJa20,1989,24,5-117,TAM,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6363,Luke Lawton\LawtLu00,2005,25,,NYJ,NFL,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6364,George Layne\LaynGe00,2001,23,4-108,ATL,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6365,Vonta Leach\LeacVo00,2004,23,,GNB,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6366,Burnie Legette\LegeBu20,1994,24,,NWE,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6367,Burnie Legette\LegeBu20,1993,23,,NWE,NFL,7,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6368,Tim Lester\LestTi00,1992,24,10-255,RAM,NFL,11,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6369,Marvin Lewis\LewiMa22,1982,22,6-142,NOR,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6370,Zach Line\LineZa01,2014,24,,MIN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6371,Doug Lloyd\LloyDo20,1991,26,6-156,RAI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6372,Scott Lockwood\LockSc00,1993,25,8-204,NWE,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6373,Tom Lopienski\LopiTo20,2003,24,,IND,NFL,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
