,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
294,Terrell Davis*\DaviTe00,1995,23,6-196,DEN,NFL,14,14,196.4,245.4,14.03,17.53,0,0,0,0,0,237,1117,7,49,367,1,5
295,Brandon Jacobs\JacoBr00,2007,25,4-110,NYG,NFL,11,9,154.3,177.3,14.03,16.12,0,0,0,0,0,202,1009,4,23,174,2,5
296,Freeman McNeil\McNeFr00,1984,25,1-3,NYJ,NFL,12,12,168.4,193.4,14.03,16.12,0,0,0,0,0,229,1070,5,25,294,1,4
297,Clinton Portis\PortCl00,2008,27,2-51,WAS,NFL,16,16,224.5,252.5,14.03,15.78,0,0,0,0,0,342,1487,9,28,218,0,3
298,Billy Sims\SimsBi00,1983,28,1-1,DET,NFL,13,12,181.9,223.9,13.99,17.22,0,0,0,0,0,220,1040,7,42,419,0,6
299,Robert Smith\SmitRo00,1998,26,1-21,MIN,NFL,14,14,195.8,223.8,13.99,15.99,0,0,0,0,0,249,1187,6,28,291,2,1
300,Steven Jackson\JackSt00,2007,24,1-24,STL,NFL,12,12,167.4,205.4,13.95,17.12,1,1,2,1,0,237,1002,5,38,271,1,5
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
301,Tony Dorsett*\DorsTo00,1981,27,1-2,DAL,NFL,16,16,223.1,255.1,13.94,15.94,0,0,0,0,0,342,1646,4,32,325,2,10
302,Brian Westbrook\WestBr00,2005,26,3-91,PHI,NFL,12,12,167.3,228.3,13.94,19.03,0,0,0,0,0,156,617,3,61,616,4,0
303,Maurice Jones-Drew\DrewMa00,2008,23,2-60,JAX,NFL,16,3,222.9,284.9,13.93,17.81,0,0,0,0,0,197,824,12,62,565,2,6
304,Chris Johnson\JohnCh04,2008,23,1-24,TEN,NFL,15,14,208.8,251.8,13.92,16.79,0,0,0,0,0,251,1228,9,43,260,1,1
305,DeAngelo Williams\WillDe02,2009,26,1-27,CAR,NFL,13,13,180.9,209.9,13.92,16.15,0,0,0,0,0,216,1117,7,29,252,0,3
306,Clinton Portis\PortCl00,2006,25,2-51,WAS,NFL,8,7,111.3,128.3,13.91,16.04,0,0,0,0,0,127,523,7,17,170,0,0
307,Fred Taylor\TaylFr00,2002,26,1-9,JAX,NFL,16,16,222.2,271.2,13.89,16.95,0,0,0,0,0,287,1314,8,49,408,0,3
308,Rashard Mendenhall\MendRa00,2010,23,1-23,PIT,NFL,16,16,222.0,245.0,13.88,15.31,0,0,0,0,0,324,1273,13,23,167,0,2
309,Ray Rice\RiceRa00,2012,25,2-55,BAL,NFL,16,16,222.1,283.1,13.88,17.69,0,0,0,0,0,257,1143,9,61,478,1,1
310,Reggie Bush\BushRe00,2008,23,1-2,NOR,NFL,10,9,138.4,190.4,13.84,19.04,0,0,0,0,0,106,404,2,52,440,4,3
311,Jerome Bettis*\BettJe00,1996,24,1-10,PIT,NFL,16,12,221.3,243.3,13.83,15.21,0,0,0,0,0,320,1431,11,22,122,0,7
312,Eddie Lacy\LacyEd00,2013,23,2-61,GNB,NFL,15,15,207.5,242.5,13.83,16.17,0,0,0,0,0,284,1178,11,35,257,0,1
313,Ricky Watters\WattRi00,1998,29,2-45,SEA,NFL,16,16,221.2,273.2,13.83,17.08,1,1,1,1,0,319,1239,9,52,373,0,4
314,Charles White\WhitCh00,1987,29,1-27,RAM,NFL,15,12,207.5,230.5,13.83,15.37,0,0,0,0,0,324,1374,11,23,121,0,8
315,LaDainian Tomlinson*\TomlLa00,2001,22,1-5,SDG,NFL,16,16,220.3,279.3,13.77,17.46,0,0,0,0,0,339,1236,10,59,367,0,8
316,Terry Allen\AlleTe00,1995,27,9-241,WAS,NFL,16,16,220.1,251.1,13.76,15.69,0,0,0,0,0,338,1309,10,31,232,1,6
317,Joe Dudek\DudeJo20,1987,23,,DEN,NFL,2,2,27.5,34.5,13.75,17.25,0,0,0,0,0,35,154,2,7,41,0,4
318,Arian Foster\FostAr00,2015,29,,HOU,NFL,4,4,55.0,77.0,13.75,19.25,0,0,0,0,0,63,163,1,22,227,2,2
319,Mark Ingram\IngrMa01,2017,28,1-28,NOR,NFL,16,13,220.0,278.0,13.75,17.38,0,0,0,0,0,230,1124,12,58,416,0,3
320,James Brooks\BrooJa00,1985,27,1-24,CIN,NFL,16,16,219.8,274.8,13.74,17.18,1,1,8,1,0,192,929,7,55,576,5,7
321,Joe Cribbs\CribJo00,1983,25,2-29,BUF,NFL,16,16,219.6,276.6,13.73,17.29,1,2,3,0,0,263,1131,3,57,524,7,6
322,Walter Payton*\PaytWa00,1980,26,1-4,CHI,NFL,16,16,219.7,265.7,13.73,16.61,0,3,0,0,0,317,1460,6,46,367,1,5
323,Marshawn Lynch\LyncMa00,2007,21,1-12,BUF,NFL,13,13,178.2,196.2,13.71,15.09,1,1,8,1,0,280,1115,7,18,184,0,2
324,James Wilder\WildJa00,1983,25,2-34,TAM,NFL,10,10,137.0,194.0,13.70,19.40,0,0,0,0,0,161,640,4,57,380,2,1
325,Michael Turner\TurnMi00,2009,27,5-154,ATL,NFL,11,11,150.6,155.6,13.69,14.15,0,0,0,0,0,178,871,10,5,35,0,4
326,Jamal Lewis\LewiJa00,2002,23,1-5,BAL,NFL,16,15,218.9,265.9,13.68,16.62,0,0,0,0,0,308,1327,6,47,442,1,8
327,Ted Brown\BrowTe00,1981,24,1-16,MIN,NFL,16,16,218.7,301.7,13.67,18.86,0,1,0,0,1,274,1063,6,83,694,2,3
328,Rodney Hampton\HampRo00,1992,23,1-24,NYG,NFL,16,16,218.6,246.6,13.66,15.41,0,0,0,0,0,257,1141,14,28,215,0,1
329,Derek Loville\LoviDe00,1995,27,,SFO,NFL,16,16,218.5,305.5,13.66,19.09,0,0,0,0,0,218,723,10,87,662,3,1
330,James Brooks\BrooJa00,1988,30,1-24,CIN,NFL,15,15,204.8,233.8,13.65,15.59,0,0,0,0,0,182,931,8,29,287,6,1
331,Shaun Alexander\AlexSh00,2006,29,1-19,SEA,NFL,10,10,136.4,148.4,13.64,14.84,0,0,0,0,0,252,896,7,12,48,0,6
332,Frank Gore\GoreFr00,2008,25,3-65,SFO,NFL,14,14,190.9,233.9,13.64,16.71,0,0,0,0,0,240,1036,6,43,373,2,6
333,Kevin Smith\SmitKe02,2011,25,3-64,DET,NFL,7,4,95.5,117.5,13.64,16.79,0,0,0,0,0,72,356,4,22,179,3,1
334,Napoleon Kaufman\KaufNa00,1997,24,1-18,OAK,NFL,16,16,217.7,257.7,13.61,16.11,0,1,0,0,0,272,1294,6,40,403,2,7
335,Ryan Mathews\MathRy00,2011,24,1-12,SDG,NFL,14,14,190.6,240.6,13.61,17.19,0,0,0,0,0,222,1091,6,50,455,0,5
336,Dalvin Cook\CookDa01,2017,22,2-41,MIN,NFL,4,4,54.4,65.4,13.60,16.35,0,0,0,0,0,74,354,2,11,90,0,1
337,Matt Forte\FortMa00,2010,25,2-44,CHI,NFL,16,16,217.6,268.6,13.60,16.79,0,0,0,0,0,237,1069,6,51,547,3,3
338,Michael Turner\TurnMi00,2010,28,5-154,ATL,NFL,16,15,217.6,229.6,13.60,14.35,0,0,0,0,0,334,1371,12,12,85,0,2
339,Ricky Williams\WillRi00,2001,24,1-5,NOR,NFL,16,16,217.6,277.6,13.60,17.35,0,0,0,0,0,313,1245,6,60,511,1,8
340,Ottis Anderson\AndeOt00,1981,24,1-8,STL,NFL,16,16,217.3,268.3,13.58,16.77,0,0,0,0,0,328,1376,9,51,387,0,13
341,Trent Richardson\RichTr00,2012,22,1-3,CLE,NFL,15,15,203.7,254.7,13.58,16.98,0,0,0,0,0,267,950,11,51,367,1,3
342,James Stewart\StewJa00,2000,29,1-19,DET,NFL,16,16,217.1,249.1,13.57,15.57,0,0,0,0,0,339,1184,10,32,287,1,4
343,Michael Turner\TurnMi00,2011,29,5-154,ATL,NFL,16,15,216.8,233.8,13.55,14.61,0,0,0,0,0,301,1340,11,17,168,0,3
344,Robert Edwards\EdwaRo00,1998,24,1-18,NWE,NFL,16,15,216.6,251.6,13.54,15.73,0,0,0,0,0,291,1115,9,35,331,3,5
345,Eddie Lee Ivery\IverEd00,1982,25,1-15,GNB,NFL,9,9,121.9,137.9,13.54,15.32,0,1,0,0,0,127,453,9,16,186,1,2
346,Joe Cribbs\CribJo00,1980,22,2-29,BUF,NFL,16,16,216.5,268.5,13.53,16.78,1,1,13,0,0,306,1185,11,52,415,1,16
347,Ricky Williams\WillRi00,2009,32,1-5,MIA,NFL,16,7,216.5,251.5,13.53,15.72,0,1,0,0,1,241,1121,11,35,264,2,5
348,Tony Dorsett*\DorsTo00,1980,26,1-2,DAL,NFL,15,15,202.8,236.8,13.52,15.79,0,1,0,0,0,278,1185,11,34,263,0,8
349,Rodney Hampton\HampRo00,1991,22,1-24,NYG,NFL,14,14,189.2,232.2,13.51,16.59,0,0,0,0,0,256,1059,10,43,283,0,5
350,Curtis Martin*\MartCu00,1997,24,3-74,NWE,NFL,13,13,175.6,216.6,13.51,16.66,0,0,0,0,0,274,1160,4,41,296,1,3
351,Samkon Gado\GadoSa00,2005,23,,GNB,NFL,8,5,107.9,117.9,13.49,14.74,0,1,0,0,0,143,582,6,10,77,1,4
352,Mike Pruitt\PruiMi00,1983,29,1-7,CLE,NFL,15,14,202.1,232.1,13.47,15.47,0,0,0,0,0,293,1184,10,30,157,2,4
353,Rudi Johnson\JohnRu00,2006,27,4-100,CIN,NFL,16,15,215.3,238.3,13.46,14.89,0,0,0,0,0,341,1309,12,23,124,0,6
354,Raymont Harris\HarrRa00,1997,27,4-114,CHI,NFL,13,13,174.8,202.8,13.45,15.60,0,0,0,0,0,275,1033,10,28,115,0,1
355,Thomas Jones\JoneTh00,2005,27,1-7,CHI,NFL,15,15,201.8,227.8,13.45,15.19,0,0,0,0,0,314,1335,9,26,143,0,2
356,Robert Smith\SmitRo00,1997,25,1-21,MIN,NFL,14,14,188.3,225.3,13.45,16.09,0,0,0,0,0,232,1266,6,37,197,1,0
357,Ottis Anderson\AndeOt00,1980,23,1-8,STL,NFL,16,16,215.0,251.0,13.44,15.69,0,0,0,0,0,301,1352,9,36,308,0,5
358,Clinton Portis\PortCl00,2004,23,2-51,WAS,NFL,15,15,201.6,241.6,13.44,16.11,1,2,15,1,0,343,1315,5,40,235,2,5
359,James Wilder\WildJa00,1985,27,2-34,TAM,NFL,16,16,215.1,268.1,13.44,16.76,0,0,0,0,0,365,1300,10,53,341,0,9
360,Marlon Mack\MackMa00,2018,22,4-143,IND,NFL,12,10,161.1,178.1,13.43,14.84,0,0,0,0,0,195,908,9,17,103,1,2
361,Jordan Howard\HowaJo00,2016,22,5-150,CHI,NFL,15,13,201.1,230.1,13.41,15.34,0,0,0,0,0,252,1313,6,29,298,1,2
362,Ahmad Bradshaw\BradAh00,2011,25,7-250,NYG,NFL,12,9,160.6,194.6,13.38,16.22,0,0,0,0,0,171,659,9,34,267,2,1
363,Mike Anderson\AndeMi00,2005,32,6-189,DEN,NFL,15,15,200.6,218.6,13.37,14.57,0,0,0,0,0,239,1014,12,18,212,1,2
364,Barry Sanders*\SandBa00,1993,25,1-3,DET,NFL,11,11,147.0,183.0,13.36,16.64,0,0,0,0,0,243,1115,3,36,205,0,3
365,Ray Rice\RiceRa00,2010,23,2-55,BAL,NFL,16,14,213.6,276.6,13.35,17.29,0,0,0,0,0,307,1220,5,63,556,1,0
366,Edgar Bennett\BennEd00,1995,26,4-103,GNB,NFL,16,16,213.5,274.5,13.34,17.16,0,0,0,0,0,316,1067,3,61,648,4,2
367,Antowain Smith\SmitAn00,2001,29,1-23,NWE,NFL,16,15,212.9,231.9,13.31,14.49,0,0,0,0,0,287,1157,12,19,192,1,4
368,Domanick Williams\DaviDo01,2003,23,4-101,HOU,NFL,14,10,186.2,233.2,13.30,16.66,0,0,0,0,0,238,1031,8,47,351,0,4
369,Joseph Addai\AddaJo00,2009,26,1-30,IND,NFL,15,15,199.3,250.3,13.29,16.69,1,1,22,1,0,219,828,10,51,336,3,1
370,Charlie Garner\GarnCh00,1999,27,2-42,SFO,NFL,16,15,212.4,268.4,13.28,16.78,0,0,0,0,0,241,1229,4,56,535,2,4
371,C.J. Spiller\SpilC.00,2012,25,1-9,BUF,NFL,16,9,212.3,255.3,13.27,15.96,0,0,0,0,0,207,1244,6,43,459,2,3
372,Ottis Anderson\AndeOt00,1983,26,1-8,STL,NFL,15,15,198.9,252.9,13.26,16.86,0,0,0,0,0,296,1270,5,54,459,1,10
373,Cedric Benson\BensCe00,2009,27,1-4,CIN,NFL,13,13,172.2,189.2,13.25,14.55,0,0,0,0,0,301,1251,6,17,111,0,1
374,Neal Anderson\AndeNe00,1988,24,1-27,CHI,NFL,16,16,211.7,250.7,13.23,15.67,0,1,0,0,0,249,1106,12,39,371,0,8
375,Albert Bentley\BentAl00,1987,27,2-35,IND,NFL,12,4,158.8,192.8,13.23,16.07,0,0,0,0,0,142,631,7,34,447,2,3
376,Reggie Bush\BushRe00,2013,28,1-2,DET,NFL,14,14,185.2,239.2,13.23,17.09,0,0,0,0,0,223,1006,4,54,506,3,5
377,Barry Sanders*\SandBa00,1992,24,1-3,DET,NFL,16,16,211.7,240.7,13.23,15.04,0,1,0,0,0,312,1352,9,29,225,1,6
378,Le'Veon Bell\BellLe00,2013,21,2-48,PIT,NFL,13,13,171.9,216.9,13.22,16.68,0,0,0,0,0,244,860,8,45,399,0,1
379,Karim Abdul-Jabbar\AbduKa00,1997,23,3-80,MIA,NFL,16,14,211.3,240.3,13.21,15.02,0,0,0,0,0,283,892,15,29,261,1,3
380,Chuck Muncie\MuncCh00,1983,30,1-3,SDG,NFL,15,12,198.2,240.2,13.21,16.01,0,0,0,0,0,235,886,12,42,396,1,8
381,Thurman Thomas*\ThomTh00,1994,28,2-40,BUF,NFL,15,15,198.2,248.2,13.21,16.55,0,0,0,0,0,287,1093,7,50,349,2,1
382,Ottis Anderson\AndeOt00,1989,32,1-8,NYG,NFL,16,16,211.1,239.1,13.19,14.94,0,0,0,0,0,325,1023,14,28,268,0,2
383,Ryan Grant\GranRy00,2009,27,,GNB,NFL,16,16,211.0,236.0,13.19,14.75,0,0,0,0,0,282,1253,11,25,197,0,1
384,Steven Jackson\JackSt00,2009,26,1-24,STL,NFL,15,15,197.8,248.8,13.19,16.59,0,0,0,0,0,324,1416,4,51,322,0,2
385,Jamaal Charles\CharJa00,2009,23,3-73,KAN,NFL,15,10,197.7,237.7,13.18,15.85,0,0,0,0,0,190,1120,7,40,297,1,4
386,Terry Kirby\KirbTe00,1994,24,3-78,MIA,NFL,4,4,52.7,66.7,13.18,16.68,0,0,0,0,0,60,233,2,14,154,0,2
387,Robb Riddick\RiddRo00,1987,30,9-241,BUF,NFL,6,1,79.1,94.1,13.18,15.68,1,1,35,0,0,59,221,5,15,96,3,2
388,Deuce McAllister\McAlDe00,2004,26,1-23,NOR,NFL,14,14,184.2,218.2,13.16,15.59,0,0,0,0,0,269,1074,9,34,228,0,5
389,Matt Forte\FortMa00,2015,30,2-44,CHI,NFL,13,13,170.7,214.7,13.13,16.52,0,0,0,0,0,218,898,4,44,389,3,2
390,Tony Dorsett*\DorsTo00,1983,29,1-2,DAL,NFL,16,16,209.8,249.8,13.11,15.61,0,1,0,0,0,289,1321,8,40,287,1,5
391,Ahman Green\GreeAh00,2004,27,3-76,GNB,NFL,15,15,196.6,236.6,13.11,15.77,1,1,20,1,0,259,1163,7,40,275,1,7
392,Steven Jackson\JackSt00,2005,22,1-24,STL,NFL,15,15,196.6,239.6,13.11,15.97,0,0,0,0,0,254,1046,8,43,320,2,3
393,Lavale Thomas\ThomLa20,1987,24,,GNB,NFL,1,1,13.1,15.1,13.10,15.10,0,0,0,0,0,5,19,0,2,52,1,0
394,Warrick Dunn\DunnWa00,2000,25,1-12,TAM,NFL,16,14,209.5,253.5,13.09,15.84,0,0,0,0,0,248,1133,8,44,422,1,1
395,Rodney Hampton\HampRo00,1993,24,1-24,NYG,NFL,12,10,156.7,174.7,13.06,14.56,0,0,0,0,0,292,1077,5,18,210,0,2
396,Joe Washington\WashJo00,1981,28,1-4,WAS,NFL,14,13,182.7,252.7,13.05,18.05,1,2,32,0,0,210,916,4,70,558,3,8
397,Tony Nathan\NathTo00,1981,25,3-61,MIA,NFL,13,11,169.4,219.4,13.03,16.88,0,1,0,0,0,147,782,5,50,452,3,2
398,Ickey Woods\WoodIc00,1988,22,2-31,CIN,NFL,16,10,208.5,229.5,13.03,14.34,0,0,0,0,0,203,1066,15,21,199,0,8
399,Marion Butts\ButtMa00,1990,24,7-183,SDG,NFL,14,13,182.2,198.2,13.01,14.16,0,0,0,0,0,265,1225,8,16,117,0,0
400,James Stewart\StewJa00,1999,28,1-19,JAX,NFL,14,7,181.9,202.9,12.99,14.49,0,0,0,0,0,249,931,13,21,108,0,4
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
