,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
176,Marcus Robinson\RobiMa00,1999,24,4-108,CHI,NFL,16,11,194.0,278.0,12.13,17.38,0,0,0,0,0,0,0,0,84,1400,9,0
177,Patrick Jeffers\JeffPa00,1999,26,5-159,CAR,NFL,15,10,181.8,244.8,12.12,16.32,0,0,0,0,0,2,16,0,63,1082,12,0
178,Isaac Bruce\BrucIs00,1999,27,2-33,STL,NFL,16,16,193.7,270.7,12.11,16.92,0,0,0,0,0,5,32,0,77,1165,12,0
179,Sterling Sharpe\SharSt00,1993,28,1-7,GNB,NFL,16,16,193.2,305.2,12.08,19.08,1,1,1,0,0,4,8,0,112,1274,11,1
180,Carlos Carson\CarsCa00,1987,29,5-114,KAN,NFL,12,12,144.7,199.7,12.06,16.64,0,0,0,0,0,1,-7,0,55,1044,7,1
181,Eric Decker\DeckEr00,2013,26,3-87,DEN,NFL,16,16,192.8,279.8,12.05,17.49,0,0,0,0,0,0,0,0,87,1288,11,2
182,A.J. Green\GreeA.00,2016,28,1-4,CIN,NFL,10,10,120.4,186.4,12.04,18.64,0,0,0,0,0,0,0,0,66,964,4,0
183,Carl Pickens\PickCa00,1996,26,2-31,CIN,NFL,16,16,192.7,292.7,12.04,18.29,1,1,12,0,0,2,2,0,100,1180,12,0
184,Reggie Wayne\WaynRe00,2004,26,1-30,IND,NFL,16,16,192.6,269.6,12.04,16.85,0,0,0,0,0,1,-4,0,77,1210,12,0
185,Anthony Miller\MillAn00,1989,24,1-15,SDG,NFL,16,16,192.3,267.3,12.02,16.71,0,0,0,0,0,4,21,0,75,1252,10,1
186,Eric Metcalf\MetcEr00,1995,27,1-13,ATL,NFL,16,15,192.2,296.2,12.01,18.51,0,1,0,0,0,28,133,1,104,1189,8,4
187,Nate Burleson\BurlNa00,2008,27,3-71,SEA,NFL,1,1,12.0,17.0,12.00,17.00,0,0,0,0,0,0,0,0,5,60,1,0
188,Wes Chandler\ChanWe00,1985,29,1-3,SDG,NFL,15,13,179.8,246.8,11.99,16.45,0,0,0,0,0,1,9,0,67,1199,10,1
189,Jeremy Maclin\MaclJe00,2014,26,1-19,PHI,NFL,16,16,191.8,276.8,11.99,17.30,0,0,0,0,0,0,0,0,85,1318,10,0
190,Calvin Johnson\JohnCa00,2014,29,1-2,DET,NFL,13,13,155.7,226.7,11.98,17.44,0,0,0,0,0,0,0,0,71,1077,8,0
191,Rod Smith\SmitRo01,1997,27,,DEN,NFL,16,16,191.6,261.6,11.98,16.35,0,0,0,0,0,5,16,0,70,1180,12,3
192,Darrell Jackson\JackDa00,2006,28,3-80,SEA,NFL,13,13,155.6,218.6,11.97,16.82,0,0,0,0,0,0,0,0,63,956,10,1
193,Doug Baldwin\BaldDo00,2015,27,,SEA,NFL,16,16,190.9,268.9,11.93,16.81,0,0,0,0,0,0,0,0,78,1069,14,1
194,Cris Carter*\CartCr00,1997,32,4-3,MIN,NFL,16,16,190.9,279.9,11.93,17.49,0,0,0,0,0,0,0,0,89,1069,13,3
195,Eric Moulds\MoulEr00,1998,25,1-24,BUF,NFL,16,15,190.8,257.8,11.93,16.11,0,0,0,0,0,0,0,0,67,1368,9,0
196,Carl Pickens\PickCa00,1994,24,2-31,CIN,NFL,15,15,178.7,249.7,11.91,16.65,0,0,0,0,0,0,0,0,71,1127,11,1
197,Michael Thomas\ThomMi05,2018,25,2-47,NOR,NFL,16,16,190.5,315.5,11.91,19.72,0,0,0,0,0,0,0,0,125,1405,9,2
198,Cooper Kupp\KuppCo00,2018,25,3-69,LAR,NFL,8,8,95.1,135.1,11.89,16.89,0,0,0,0,0,4,25,0,40,566,6,0
199,Eric Moulds\MoulEr00,2002,29,1-24,BUF,NFL,16,15,189.9,289.9,11.87,18.12,0,0,0,0,0,1,7,0,100,1292,10,1
200,Jerry Rice*\RiceJe00,1992,30,1-16,SFO,NFL,16,16,189.9,273.9,11.87,17.12,0,0,0,0,0,9,58,1,84,1201,10,2
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
201,Randy Moss*\MossRa00,2004,27,1-21,MIN,NFL,13,13,154.2,203.2,11.86,15.63,1,2,37,0,1,0,0,0,49,767,13,1
202,Mike Quick\QuicMi00,1985,26,1-20,PHI,NFL,16,15,189.7,262.7,11.86,16.42,0,0,0,0,0,0,0,0,73,1247,11,1
203,Gary Clark\ClarGa00,1989,27,2-55,WAS,NFL,15,12,177.8,256.8,11.85,17.12,0,0,0,0,0,2,19,0,79,1229,9,1
204,Mike Wallace\WallMi00,2010,24,3-84,PIT,NFL,16,16,189.6,249.6,11.85,15.60,0,0,0,0,0,5,39,0,60,1257,10,1
205,Mike Quick\QuicMi00,1987,28,1-20,PHI,NFL,12,12,142.0,188.0,11.83,15.67,0,0,0,0,0,0,0,0,46,790,11,3
206,Mark Clayton\ClayMa00,1986,25,8-223,MIA,NFL,15,14,177.3,237.3,11.82,15.82,0,0,0,0,0,2,33,0,60,1150,10,1
207,Larry Fitzgerald\FitzLa00,2011,28,1-3,ARI,NFL,16,16,189.1,269.1,11.82,16.82,0,0,0,0,0,0,0,0,80,1411,8,0
208,Joey Galloway\GallJo00,2005,34,1-8,TAM,NFL,16,16,189.1,272.1,11.82,17.01,0,0,0,0,0,2,4,0,83,1287,10,0
209,Keenan Allen\AlleKe00,2015,23,3-76,SDG,NFL,8,8,94.5,161.5,11.81,20.19,0,0,0,0,0,0,0,0,67,725,4,1
210,Mike Evans\EvanMi00,2014,21,1-7,TAM,NFL,15,15,177.1,245.1,11.81,16.34,0,0,0,0,0,0,0,0,68,1051,12,0
211,Steve Smith\SmitSt01,2011,32,3-74,CAR,NFL,16,16,189.0,268.0,11.81,16.75,0,0,0,0,0,6,56,0,79,1394,7,3
212,Vincent Jackson\JackVi00,2012,29,2-61,TAM,NFL,16,16,188.4,260.4,11.78,16.28,0,0,0,0,0,0,0,0,72,1384,8,0
213,Steve Largent*\LargSt00,1984,30,4-117,SEA,NFL,16,16,188.4,262.4,11.78,16.40,0,0,0,0,0,2,10,0,74,1164,12,1
214,T.Y. Hilton\HiltT.00,2014,25,3-92,IND,NFL,15,15,176.5,258.5,11.77,17.23,0,0,0,0,0,2,20,0,82,1345,7,3
215,Randy Moss*\MossRa00,2001,24,1-21,MIN,NFL,16,16,188.3,270.3,11.77,16.89,1,1,29,0,0,3,38,0,82,1233,10,0
216,Andre Reed*\ReedAn00,1994,30,4-86,BUF,NFL,16,16,188.3,278.3,11.77,17.39,1,1,32,0,0,10,87,0,90,1303,8,3
217,Ricky Sanders\SandRi00,1988,28,1-16,WAS,NFL,16,4,188.2,261.2,11.76,16.33,0,0,0,0,0,2,14,0,73,1148,12,0
218,Anquan Boldin\BoldAn00,2007,27,2-54,ARI,NFL,12,11,140.7,211.7,11.73,17.64,0,0,0,0,0,1,14,0,71,853,9,2
219,Anquan Boldin\BoldAn00,2003,23,2-54,ARI,NFL,16,16,187.7,288.7,11.73,18.04,0,1,0,0,1,5,40,0,101,1377,8,3
220,A.J. Green\GreeA.00,2015,27,1-4,CIN,NFL,16,16,187.7,273.7,11.73,17.11,0,0,0,0,0,0,0,0,86,1297,10,1
221,T.J. Houshmandzadeh\HousTJ00,2007,30,7-204,CIN,NFL,16,15,187.7,299.7,11.73,18.73,0,0,0,0,0,5,14,0,112,1143,12,2
222,Brandon Marshall\MarsBr00,2009,25,4-119,DEN,NFL,15,13,175.9,276.9,11.73,18.46,0,0,0,0,0,7,39,0,101,1120,10,0
223,Ed McCaffrey\McCaEd00,2000,32,3-83,DEN,NFL,16,16,187.7,288.7,11.73,18.04,0,0,0,0,0,0,0,0,101,1317,9,0
224,Andre Rison\RisoAn00,1992,25,1-22,ATL,NFL,15,13,175.9,268.9,11.73,17.93,0,0,0,0,0,0,0,0,93,1119,11,2
225,Charlie Brown\BrowCh00,1983,25,8-201,WAS,NFL,15,13,175.8,253.8,11.72,16.92,0,0,0,0,0,4,53,0,78,1225,8,0
226,DeSean Jackson\JackDe00,2010,24,2-49,PHI,NFL,14,14,164.0,211.0,11.71,15.07,0,0,0,0,0,16,104,1,47,1056,6,4
227,DeSean Jackson\JackDe00,2013,27,2-49,PHI,NFL,16,16,187.4,269.4,11.71,16.84,0,0,0,0,0,3,2,0,82,1332,9,1
228,Terance Mathis\MathTe00,1995,28,6-140,ATL,NFL,14,12,163.9,241.9,11.71,17.28,0,0,0,0,0,0,0,0,78,1039,9,1
229,Larry Fitzgerald\FitzLa00,2009,26,1-3,ARI,NFL,16,16,187.2,284.2,11.70,17.76,0,0,0,0,0,0,0,0,97,1092,13,0
230,Percy Harvin\HarvPe00,2012,24,1-22,MIN,NFL,9,8,105.3,167.3,11.70,18.59,0,0,0,0,0,22,96,1,62,677,3,2
231,Chris Chambers\ChamCh00,2005,27,2-52,MIA,NFL,16,16,187.0,269.0,11.69,16.81,0,0,0,0,0,12,92,0,82,1118,11,5
232,Jerry Rice*\RiceJe00,1996,34,1-16,SFO,NFL,16,16,187.1,295.1,11.69,18.44,0,1,0,0,0,11,77,1,108,1254,8,0
233,Reggie Wayne\WaynRe00,2006,28,1-30,IND,NFL,16,16,187.0,273.0,11.69,17.06,0,0,0,0,0,0,0,0,86,1310,9,1
234,Derrick Mason\MasoDe00,2001,27,4-98,TEN,NFL,15,15,174.8,247.8,11.65,16.52,0,0,0,0,0,0,0,0,73,1128,9,2
235,Marques Colston\ColsMa00,2007,24,7-252,NOR,NFL,16,14,186.2,284.2,11.64,17.76,0,0,0,0,0,0,0,0,98,1202,11,1
236,T.Y. Hilton\HiltT.00,2018,29,3-92,IND,NFL,14,14,163.0,239.0,11.64,17.07,0,0,0,0,0,0,0,0,76,1270,6,0
237,Randy Moss*\MossRa00,2002,25,1-21,MIN,NFL,16,16,186.3,292.3,11.64,18.27,1,3,13,1,0,6,51,0,106,1347,7,1
238,Alshon Jeffery\JeffAl00,2015,25,2-45,CHI,NFL,9,8,104.7,158.7,11.63,17.63,0,0,0,0,0,0,0,0,54,807,4,1
239,T.J. Houshmandzadeh\HousTJ00,2006,29,7-204,CIN,NFL,14,13,162.7,252.7,11.62,18.05,0,0,0,0,0,3,6,0,90,1081,9,0
240,JuJu Smith-Schuster\SmitJu00,2018,22,2-62,PIT,NFL,16,13,185.9,296.9,11.62,18.56,0,0,0,0,0,1,13,0,111,1426,7,1
241,Herman Moore\MoorHe00,1996,27,1-10,DET,NFL,16,16,185.6,291.6,11.60,18.23,0,0,0,0,0,0,0,0,106,1296,9,0
242,Wes Welker\WelkWe00,2009,28,,NWE,NFL,14,13,162.4,285.4,11.60,20.39,0,0,0,0,0,5,36,0,123,1348,4,2
243,Marques Colston\ColsMa00,2011,28,7-252,NOR,NFL,14,7,162.3,242.3,11.59,17.31,0,0,0,0,0,0,0,0,80,1143,8,1
244,Percy Harvin\HarvPe00,2011,23,1-22,MIN,NFL,16,14,185.2,272.2,11.58,17.01,0,0,0,0,0,52,345,2,87,967,6,2
245,Greg Jennings\JennGr00,2008,25,2-52,GNB,NFL,16,15,185.2,265.2,11.58,16.58,0,0,0,0,0,0,0,0,80,1292,9,1
246,Chad Johnson\JohnCh01,2004,26,2-36,CIN,NFL,16,16,185.3,280.3,11.58,17.52,0,0,0,0,0,4,39,0,95,1274,9,1
247,James Lofton*\LoftJa00,1984,28,1-6,GNB,NFL,16,16,185.3,247.3,11.58,15.46,0,0,0,0,0,10,82,0,62,1361,7,1
248,Irving Fryar\FryaIr00,1996,34,1-1,PHI,NFL,16,16,185.1,273.1,11.57,17.07,0,0,0,0,0,1,-4,0,88,1195,11,0
249,Keyshawn Johnson\JohnKe00,1998,26,1-1,NYJ,NFL,16,16,185.1,268.1,11.57,16.76,0,0,0,0,0,2,60,1,83,1131,10,0
250,Steve Largent*\LargSt00,1981,27,4-117,SEA,NFL,16,16,185.1,260.1,11.57,16.26,0,1,0,0,0,6,47,1,75,1224,9,2
251,Tim Brown*\BrowTi00,1994,28,1-6,RAI,NFL,16,16,184.9,273.9,11.56,17.12,0,0,0,0,0,0,0,0,89,1309,9,3
252,Jimmy Smith\SmitJi00,2001,32,2-36,JAX,NFL,16,16,185.0,297.0,11.56,18.56,0,0,0,0,0,1,-3,0,112,1373,8,1
253,Flipper Anderson\AndeFl00,1995,30,2-46,IND,NFL,2,2,23.1,31.1,11.55,15.55,0,0,0,0,0,0,0,0,8,111,2,0
254,Muhsin Muhammad\MuhaMu00,1999,26,2-43,CAR,NFL,15,15,173.3,269.3,11.55,17.95,0,0,0,0,0,0,0,0,96,1253,8,1
255,Eric Decker\DeckEr00,2012,25,3-87,DEN,NFL,16,15,184.4,269.4,11.53,16.84,0,0,0,0,0,0,0,0,85,1064,13,0
256,Reggie Wayne\WaynRe00,2009,31,1-30,IND,NFL,16,16,184.4,284.4,11.53,17.78,0,1,0,0,1,0,0,0,100,1264,10,0
257,Andre Reed*\ReedAn00,1989,25,4-86,BUF,NFL,16,16,184.3,272.3,11.52,17.02,0,0,0,0,0,2,31,0,88,1312,9,4
258,Eric Decker\DeckEr00,2015,28,3-87,NYJ,NFL,15,13,172.7,252.7,11.51,16.85,0,0,0,0,0,0,0,0,80,1027,12,1
259,Yancey Thigpen\ThigYa00,1997,28,4-90,PIT,NFL,16,15,184.1,263.1,11.51,16.44,0,0,0,0,0,1,3,0,79,1398,7,1
260,Michael Harper\HarpMi00,1987,26,11-293,NYJ,NFL,3,2,34.5,52.5,11.50,17.50,0,0,0,0,0,0,0,0,18,225,1,0
261,Julio Jones\JoneJu02,2011,22,1-6,ATL,NFL,13,13,149.5,203.5,11.50,15.65,0,0,0,0,0,6,56,0,54,959,8,1
262,A.J. Green\GreeA.00,2018,30,1-4,CIN,NFL,9,9,103.4,149.4,11.49,16.60,0,0,0,0,0,0,0,0,46,694,6,2
263,Andre Johnson\JohnAn02,2012,31,1-3,HOU,NFL,16,16,183.8,295.8,11.49,18.49,0,0,0,0,0,0,0,0,112,1598,4,0
264,Andre Reed*\ReedAn00,1991,27,4-86,BUF,NFL,16,16,183.9,264.9,11.49,16.56,0,0,0,0,0,12,136,0,81,1113,10,1
265,Perry Kemp\KempPe00,1987,26,,CLE,NFL,3,3,34.4,46.4,11.47,15.47,0,0,0,0,0,0,0,0,12,224,2,0
266,Sammy White\WhitSa00,1982,28,2-54,MIN,NFL,7,6,80.3,109.3,11.47,15.61,0,0,0,0,0,0,0,0,29,503,5,0
267,Curtis Conway\ConwCu00,1995,24,1-7,CHI,NFL,16,16,183.4,245.4,11.46,15.34,0,1,0,0,0,5,77,0,62,1037,12,0
268,Herman Moore\MoorHe00,1994,25,1-10,DET,NFL,16,16,183.3,255.3,11.46,15.96,0,0,0,0,0,0,0,0,72,1173,11,1
269,Vincent Jackson\JackVi00,2009,26,2-61,SDG,NFL,15,15,171.8,239.8,11.45,15.99,0,0,0,0,0,3,11,0,68,1167,9,0
270,Greg Jennings\JennGr00,2011,28,2-52,GNB,NFL,13,13,148.9,215.9,11.45,16.61,0,0,0,0,0,0,0,0,67,949,9,0
271,Carlos Carson\CarsCa00,1983,25,5-114,KAN,NFL,16,16,183.0,263.0,11.44,16.44,1,1,48,1,0,2,20,0,80,1351,7,2
272,Joe Horn\HornJo00,2000,28,5-135,NOR,NFL,16,16,183.0,277.0,11.44,17.31,0,0,0,0,0,6,10,0,94,1340,8,1
273,Eddie Kennison\KennEd00,2004,31,1-18,KAN,NFL,14,14,160.1,222.1,11.44,15.86,0,0,0,0,0,2,15,0,62,1086,8,1
274,T.Y. Hilton\HiltT.00,2016,27,3-92,IND,NFL,16,16,182.8,273.8,11.43,17.11,0,0,0,0,0,0,0,0,91,1448,6,0
275,Julio Jones\JoneJu02,2012,23,1-6,ATL,NFL,16,15,182.8,261.8,11.43,16.36,0,0,0,0,0,6,30,0,79,1198,10,0
276,Amani Toomer\ToomAm00,2002,28,2-34,NYG,NFL,16,16,182.5,264.5,11.41,16.53,0,0,0,0,0,1,2,0,82,1343,8,0
277,Hines Ward\WardHi00,2003,27,3-92,PIT,NFL,16,16,182.4,277.4,11.40,17.34,0,0,0,0,0,11,61,0,95,1163,10,0
278,Steve Largent*\LargSt00,1983,29,4-117,SEA,NFL,15,14,170.8,242.8,11.39,16.19,1,1,11,0,0,0,0,0,72,1074,11,3
279,Germane Crowell\CrowGe00,1999,23,2-50,DET,NFL,16,15,181.6,262.6,11.35,16.41,0,0,0,0,0,5,38,0,81,1338,7,1
280,Tyreek Hill\HillTy00,2017,23,5-165,KAN,NFL,15,13,170.2,245.2,11.35,16.35,0,1,0,0,1,17,59,0,75,1183,7,2
281,James Lofton*\LoftJa00,1983,27,1-6,GNB,NFL,16,16,181.6,239.6,11.35,14.98,0,0,0,0,0,9,36,0,58,1300,8,0
282,Cris Carter*\CartCr00,2000,35,4-3,MIN,NFL,16,16,181.4,277.4,11.34,17.34,0,0,0,0,0,0,0,0,96,1274,9,3
283,Mike Quick\QuicMi00,1984,25,1-20,PHI,NFL,14,14,158.7,219.7,11.34,15.69,0,0,0,0,0,1,-5,0,61,1052,9,0
284,Roddy White\WhitRo00,2009,28,1-27,ATL,NFL,16,16,181.5,266.5,11.34,16.66,0,0,0,0,0,1,2,0,85,1153,11,1
285,Chad Johnson\JohnCh01,2006,28,2-36,CIN,NFL,16,16,181.3,268.3,11.33,16.77,0,0,0,0,0,6,24,0,87,1369,7,1
286,Joe Horn\HornJo00,2001,29,5-135,NOR,NFL,16,16,180.9,263.9,11.31,16.49,0,1,0,0,0,1,4,0,83,1265,9,1
287,Jimmy Smith\SmitJi00,2000,31,2-36,JAX,NFL,15,14,169.3,260.3,11.29,17.35,0,0,0,0,0,0,0,0,91,1213,8,1
288,Roddy White\WhitRo00,2008,27,1-27,ATL,NFL,16,15,180.6,268.6,11.29,16.79,0,0,0,0,0,2,4,0,88,1382,7,1
289,Tim Brown*\BrowTi00,2001,35,1-6,OAK,NFL,16,16,180.4,271.4,11.28,16.96,0,0,0,0,0,4,39,0,91,1165,9,1
290,Brandon Marshall\MarsBr00,2007,23,4-119,DEN,NFL,16,16,180.2,282.2,11.26,17.64,0,0,0,0,0,5,57,0,102,1325,7,3
291,Tim Brown*\BrowTi00,2000,34,1-6,OAK,NFL,16,16,180.0,256.0,11.25,16.00,0,0,0,0,0,3,12,0,76,1128,11,0
292,Art Monk*\MonkAr00,1984,27,1-18,WAS,NFL,16,16,180.0,286.0,11.25,17.88,0,0,0,0,0,2,18,0,106,1372,7,1
293,Eddie Brown\BrowEd00,1988,26,1-13,CIN,NFL,16,16,179.8,232.8,11.24,14.55,0,0,0,0,0,1,-5,0,53,1273,9,1
294,Michael Irvin*\IrviMi00,1992,26,1-11,DAL,NFL,16,14,179.7,257.7,11.23,16.11,0,0,0,0,0,1,-9,0,78,1396,7,1
295,Robert Woods\WoodRo02,2018,26,2-41,LAR,NFL,16,16,179.6,265.6,11.23,16.60,0,0,0,0,0,19,157,1,86,1219,6,0
296,Santonio Holmes\HolmSa00,2007,23,1-25,PIT,NFL,13,13,145.9,197.9,11.22,15.22,0,0,0,0,0,5,17,0,52,942,8,2
297,Joey Galloway\GallJo00,1998,27,1-8,SEA,NFL,16,16,179.3,244.3,11.21,15.27,0,0,0,0,0,9,26,0,65,1047,10,1
298,Derrick Mason\MasoDe00,2003,29,4-98,TEN,NFL,16,16,179.4,274.4,11.21,17.15,0,0,0,0,0,3,11,0,95,1303,8,0
299,Herman Moore\MoorHe00,1997,28,1-10,DET,NFL,16,16,179.3,283.3,11.21,17.71,0,0,0,0,0,0,0,0,104,1293,8,0
300,Jordy Nelson\NelsJo00,2013,28,2-36,GNB,NFL,16,16,179.4,264.4,11.21,16.53,0,0,0,0,0,0,0,0,85,1314,8,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
301,Sidney Rice\RiceSi01,2009,23,2-44,MIN,NFL,16,14,179.2,262.2,11.20,16.39,0,1,0,0,0,0,0,0,83,1312,8,1
302,Donald Driver\DrivDo00,2006,31,7-213,GNB,NFL,16,16,179.1,271.1,11.19,16.94,0,0,0,0,0,7,16,0,92,1295,8,1
303,Terance Mathis\MathTe00,1998,31,6-140,ATL,NFL,16,16,179.0,243.0,11.19,15.19,0,0,0,0,0,1,-6,0,64,1136,11,0
304,Anthony Carter\CartAn00,1987,27,12-334,MIN,NFL,12,11,134.2,172.2,11.18,14.35,0,0,0,0,0,0,0,0,38,922,7,0
305,Torry Holt\HoltTo00,2006,30,1-6,STL,NFL,16,16,178.8,271.8,11.18,16.99,0,0,0,0,0,0,0,0,93,1188,10,2
306,Andre Rison\RisoAn00,1990,23,1-22,ATL,NFL,16,15,178.8,260.8,11.18,16.30,0,0,0,0,0,0,0,0,82,1208,10,2
307,Gary Clark\ClarGa00,1986,24,2-55,WAS,NFL,15,15,167.5,241.5,11.17,16.10,0,0,0,0,0,0,0,0,74,1265,7,1
308,Mark Duper\DupeMa00,1984,25,2-52,MIA,NFL,16,16,178.6,249.6,11.16,15.60,0,0,0,0,0,0,0,0,71,1306,8,0
309,Drew Hill\HillDr00,1987,31,12-328,HOU,NFL,12,12,133.9,182.9,11.16,15.24,0,1,0,0,0,0,0,0,49,989,6,1
310,Michael Westbrook\WestMi00,1999,27,1-4,WAS,NFL,16,16,178.6,243.6,11.16,15.23,0,0,0,0,0,7,35,0,65,1191,9,3
311,Ed McCaffrey\McCaEd00,1998,30,3-83,DEN,NFL,15,15,167.3,231.3,11.15,15.42,0,0,0,0,0,0,0,0,64,1053,10,1
312,Michael Haynes\HaynMi00,1991,26,7-166,ATL,NFL,16,16,178.2,228.2,11.14,14.26,0,0,0,0,0,0,0,0,50,1122,11,0
313,Torry Holt\HoltTo00,2001,25,1-6,STL,NFL,16,14,178.3,259.3,11.14,16.21,0,0,0,0,0,2,0,0,81,1363,7,2
314,Kenny Britt\BritKe00,2010,22,1-30,TEN,NFL,12,7,133.5,175.5,11.13,14.63,0,0,0,0,0,0,0,0,42,775,9,1
315,Julian Edelman\EdelJu00,2018,32,7-232,NWE,NFL,12,12,133.4,207.4,11.12,17.29,2,2,43,0,0,9,107,0,74,850,6,1
316,Peerless Price\PricPe00,2002,26,2-53,BUF,NFL,16,16,177.9,271.9,11.12,16.99,0,0,0,0,0,3,-13,0,94,1252,9,2
317,Roddy White\WhitRo00,2011,30,1-27,ATL,NFL,16,16,177.6,277.6,11.10,17.35,0,0,0,0,0,0,0,0,100,1296,8,0
318,James Lofton*\LoftJa00,1981,25,1-6,GNB,NFL,16,16,177.4,248.4,11.09,15.53,0,0,0,0,0,0,0,0,71,1294,8,0
319,Mark Clayton\ClayMa00,1991,30,8-223,MIA,NFL,16,16,177.3,247.3,11.08,15.46,0,0,0,0,0,0,0,0,70,1053,12,0
320,Donald Driver\DrivDo00,2004,29,7-213,GNB,NFL,16,11,177.2,261.2,11.08,16.33,0,0,0,0,0,3,4,0,84,1208,9,2
321,Lee Evans\EvanLe00,2006,25,1-13,BUF,NFL,16,15,177.2,259.2,11.08,16.20,0,1,0,0,0,0,0,0,82,1292,8,1
322,Santana Moss\MossSa00,2003,24,1-16,NYJ,NFL,16,12,177.2,251.2,11.08,15.70,0,0,0,0,0,10,67,0,74,1105,10,4
323,Roddy White\WhitRo00,2012,31,1-27,ATL,NFL,16,15,177.1,269.1,11.07,16.82,0,0,0,0,0,0,0,0,92,1351,7,1
324,Derrick Alexander\AlexDe00,1996,25,1-29,BAL,NFL,15,14,165.9,227.9,11.06,15.19,0,0,0,0,0,3,0,0,62,1099,9,0
325,Bruce Hill\HillBr00,1988,24,4-106,TAM,NFL,14,14,154.9,212.9,11.06,15.21,0,0,0,0,0,2,-11,0,58,1040,9,2
326,Alshon Jeffery\JeffAl00,2014,24,2-45,CHI,NFL,16,16,176.6,261.6,11.04,16.35,0,0,0,0,0,6,33,0,85,1133,10,1
327,Plaxico Burress\BurrPl00,2002,25,1-8,PIT,NFL,16,15,176.5,254.5,11.03,15.91,0,0,0,0,0,0,0,0,78,1325,7,2
328,Mike Pritchard\PritMi00,1994,25,1-13,DEN,NFL,3,0,33.1,52.1,11.03,17.37,0,0,0,0,0,0,0,0,19,271,1,1
329,Cris Carter*\CartCr00,1996,31,4-3,MIN,NFL,16,16,176.3,272.3,11.02,17.02,0,0,0,0,0,0,0,0,96,1163,10,1
330,John Taylor\TaylJo00,1989,27,3-76,SFO,NFL,15,15,165.3,225.3,11.02,15.02,0,0,0,0,0,1,6,0,60,1077,10,3
331,Keenan Allen\AlleKe00,2017,25,3-76,LAC,NFL,16,15,176.2,278.2,11.01,17.39,0,0,0,0,0,2,9,0,102,1393,6,1
332,Michael Irvin*\IrviMi00,1993,27,1-11,DAL,NFL,16,16,175.6,263.6,10.98,16.48,0,0,0,0,0,2,6,0,88,1330,7,0
333,Hines Ward\WardHi00,2005,29,3-92,PIT,NFL,15,15,164.5,233.5,10.97,15.57,0,0,0,0,0,3,10,0,69,975,11,1
334,Joe Horn\HornJo00,2002,30,5-135,NOR,NFL,16,16,175.4,263.4,10.96,16.46,0,0,0,0,0,1,2,0,88,1312,7,1
335,Stefon Diggs\DiggSt00,2018,25,5-146,MIN,NFL,15,14,164.3,266.3,10.95,17.75,0,0,0,0,0,10,62,0,102,1021,9,0
336,Henry Ellard\EllaHe00,1994,33,2-32,WAS,NFL,16,16,175.2,249.2,10.95,15.58,0,0,0,0,0,1,-5,0,74,1397,6,1
337,Isaac Bruce\BrucIs00,1996,24,2-33,STL,NFL,16,16,174.8,258.8,10.93,16.18,1,2,15,0,1,1,4,0,84,1338,7,1
338,Martavis Bryant\BryaMa00,2015,24,4-118,PIT,NFL,11,5,120.2,170.2,10.93,15.47,0,0,0,0,0,5,37,1,50,765,6,1
339,Terrell Owens*\OwenTe00,2003,30,3-89,SFO,NFL,15,15,164.0,244.0,10.93,16.27,0,0,0,0,0,3,-2,0,80,1102,9,0
340,Tim Brown*\BrowTi00,1997,31,1-6,OAK,NFL,16,16,174.7,278.7,10.92,17.42,0,0,0,0,0,5,19,0,104,1408,5,1
341,Javon Walker\WalkJa00,2006,28,1-20,DEN,NFL,16,16,174.7,243.7,10.92,15.23,0,0,0,0,0,9,123,1,69,1084,8,0
342,Plaxico Burress\BurrPl00,2007,30,1-8,NYG,NFL,16,16,174.5,244.5,10.91,15.28,0,0,0,0,0,0,0,0,70,1025,12,0
343,Michael Thomas\ThomMi05,2016,23,2-47,NOR,NFL,15,12,163.7,255.7,10.91,17.05,0,0,0,0,0,0,0,0,92,1137,9,2
344,Wesley Walker\WalkWe00,1982,27,2-33,NYJ,NFL,9,9,98.0,137.0,10.89,15.22,0,0,0,0,0,0,0,0,39,620,6,0
345,Drew Hill\HillDr00,1988,32,12-328,HOU,NFL,16,16,174.1,246.1,10.88,15.38,0,0,0,0,0,0,0,0,72,1141,10,0
